0.000000000000000000e+00, 4.914533580545547842e-02, 9.708055033936223432e-02, 1.426253195320394129e-01, 1.846581800115403293e-01, 2.221441432537935301e-01, 2.541601804349955529e-01, 2.799179504646094885e-01, 2.987832115593686555e-01, 3.102914383809081134e-01, 3.141592601912665539e-01, 3.102914383809081134e-01, 2.987832115593686555e-01, 2.799179504646094885e-01, 2.541601804349955529e-01, 2.221441432537935856e-01, 1.846581800115403571e-01, 1.426253195320393019e-01, 9.708055033936228984e-02, 4.914533580545551311e-02, 3.847341324157350859e-17, -4.914533580545543678e-02, -9.708055033936235922e-02, -1.426253195320394962e-01, -1.846581800115403849e-01, -2.221441432537935301e-01, -2.541601804349954974e-01, -2.799179504646094885e-01, -2.987832115593686555e-01, -3.102914383809082244e-01, -3.141592601912665539e-01, -3.102914383809081134e-01, -2.987832115593687110e-01, -2.799179504646094885e-01, -2.541601804349953864e-01, -2.221441432537935856e-01, -1.846581800115403571e-01, -1.426253195320394407e-01, -9.708055033936231759e-02, -4.914533580545527719e-02
0.000000000000000000e+00, 4.854027516968403844e-02, 9.588532766875365598e-02, 1.408693651754576448e-01, 1.823847313929278235e-01, 2.194091802232810140e-01, 2.510310468592080180e-01, 2.764716959971925125e-01, 2.951046944227667113e-01, 3.064712358753339805e-01, 3.102914383809260435e-01, 3.064712358753253207e-01, 2.951046944227667113e-01, 2.764716959971925125e-01, 2.510310468592080180e-01, 2.194091802232723265e-01, 1.823847313929278235e-01, 1.408693651754533149e-01, 9.588532766874931224e-02, 4.854027516968403844e-02, 3.799974168160257533e-17, -4.854027516968403844e-02, -9.588532766875365598e-02, -1.408693651754576448e-01, -1.823847313929191638e-01, -2.194091802232810140e-01, -2.510310468592166777e-01, -2.764716959971925125e-01, -2.951046944227667113e-01, -3.064712358753339805e-01, -3.102914383809260435e-01, -3.064712358753339805e-01, -2.951046944227667113e-01, -2.764716959971925125e-01, -2.510310468592080180e-01, -2.194091802232723265e-01, -1.823847313929278235e-01, -1.408693651754576448e-01, -9.588532766874931224e-02, -4.854027516968187350e-02
0.000000000000000000e+00, 4.673999186329338973e-02, 9.232909000577577130e-02, 1.356447395296257741e-01, 1.756203653871871162e-01, 2.112716349983272124e-01, 2.417206957854717286e-01, 2.662177908173586349e-01, 2.841597203131519533e-01, 2.951046944227840307e-01, 2.987832115593745397e-01, 2.951046944227667113e-01, 2.841597203131519533e-01, 2.662177908173586349e-01, 2.417206957854717286e-01, 2.112716349983445596e-01, 1.756203653871871162e-01, 1.356447395296344338e-01, 9.232909000577577130e-02, 4.673999186329338973e-02, 3.659039036751670416e-17, -4.673999186329338973e-02, -9.232909000576709768e-02, -1.356447395296257741e-01, -1.756203653871697690e-01, -2.112716349983272124e-01, -2.417206957854717286e-01, -2.662177908173586349e-01, -2.841597203131519533e-01, -2.951046944227667113e-01, -2.987832115593745397e-01, -2.951046944227840307e-01, -2.841597203131519533e-01, -2.662177908173586349e-01, -2.417206957854717286e-01, -2.112716349983445596e-01, -1.756203653871871162e-01, -1.356447395296257741e-01, -9.232909000576709768e-02, -4.673999186329338973e-02
0.000000000000000000e+00, 4.378881483608088737e-02, 8.649940372415683421e-02, 1.270800902174705482e-01, 1.645316431349991282e-01, 1.979318809493257891e-01, 2.264583789564345029e-01, 2.494087201013531208e-01, 2.662177908173066210e-01, 2.764716959971144639e-01, 2.799179504645726846e-01, 2.764716959971144639e-01, 2.662177908173066210e-01, 2.494087201013878152e-01, 2.264583789564345029e-01, 1.979318809493257891e-01, 1.645316431350164754e-01, 1.270800902174705482e-01, 8.649940372415683421e-02, 4.378881483608088737e-02, 3.428006220602845116e-17, -4.378881483608088737e-02, -8.649940372415683421e-02, -1.270800902174878955e-01, -1.645316431349991282e-01, -1.979318809493257891e-01, -2.264583789564345029e-01, -2.494087201013531208e-01, -2.662177908173066210e-01, -2.764716959971144639e-01, -2.799179504645726846e-01, -2.764716959971144639e-01, -2.662177908173066210e-01, -2.494087201013878152e-01, -2.264583789564345029e-01, -1.979318809493257891e-01, -1.645316431350164754e-01, -1.270800902174878955e-01, -8.649940372414816059e-02, -4.378881483608088737e-02
0.000000000000000000e+00, 3.975941186088079171e-02, 7.853981504780602196e-02, 1.153863073295735564e-01, 1.493916057796959573e-01, 1.797183870931931549e-01, 2.056199052653112647e-01, 2.264583789564691974e-01, 2.417206957854370342e-01, 2.510310468592166777e-01, 2.541601804350104854e-01, 2.510310468592166777e-01, 2.417206957854370342e-01, 2.264583789565038918e-01, 2.056199052653112647e-01, 1.797183870931931549e-01, 1.493916057796959573e-01, 1.153863073295735564e-01, 7.853981504782336920e-02, 3.975941186088079171e-02, 3.112564514404217545e-17, -3.975941186088079171e-02, -7.853981504782336920e-02, -1.153863073295909036e-01, -1.493916057796612629e-01, -1.797183870931931549e-01, -2.056199052653112647e-01, -2.264583789564691974e-01, -2.417206957854370342e-01, -2.510310468592166777e-01, -2.541601804350104854e-01, -2.510310468592166777e-01, -2.417206957854717286e-01, -2.264583789565038918e-01, -2.056199052653459591e-01, -1.797183870931931549e-01, -1.493916057796959573e-01, -1.153863073295735564e-01, -7.853981504780602196e-02, -3.975941186087211809e-02
0.000000000000000000e+00, 3.475100021172947140e-02, 6.864631546628016667e-02, 1.008513306099967366e-01, 1.305730512877328886e-01, 1.570796300956120439e-01, 1.797183870931931549e-01, 1.979318809493257891e-01, 2.112716349982751707e-01, 2.194091802232983612e-01, 2.221441432537912819e-01, 2.194091802232289723e-01, 2.112716349982751707e-01, 1.979318809493951781e-01, 1.797183870931931549e-01, 1.570796300956120439e-01, 1.305730512876981941e-01, 1.008513306099967366e-01, 6.864631546628016667e-02, 3.475100021172947140e-02, 2.720481139851078123e-17, -3.475100021172947140e-02, -6.864631546628016667e-02, -1.008513306099967366e-01, -1.305730512877328886e-01, -1.570796300956120439e-01, -1.797183870931584604e-01, -1.979318809493257891e-01, -2.112716349982751707e-01, -2.194091802232289723e-01, -2.221441432537912819e-01, -2.194091802232983612e-01, -2.112716349983445596e-01, -1.979318809493951781e-01, -1.797183870931584604e-01, -1.570796300956120439e-01, -1.305730512876981941e-01, -1.008513306099967366e-01, -6.864631546628016667e-02, -3.475100021172947140e-02
0.000000000000000000e+00, 2.888690360539937496e-02, 5.706251577390283880e-02, 8.383305942442215164e-02, 1.085393549259475177e-01, 1.305730512876981941e-01, 1.493916057796612629e-01, 1.645316431349991282e-01, 1.756203653871524217e-01, 1.823847313928844693e-01, 1.846581800115515426e-01, 1.823847313928844693e-01, 1.756203653871524217e-01, 1.645316431350685171e-01, 1.493916057796612629e-01, 1.305730512877328886e-01, 1.085393549259475177e-01, 8.383305942442215164e-02, 5.706251577390283880e-02, 2.888690360539937496e-02, 2.261410490875006744e-17, -2.888690360539937496e-02, -5.706251577390283880e-02, -8.383305942442215164e-02, -1.085393549259128232e-01, -1.305730512876981941e-01, -1.493916057796612629e-01, -1.645316431349991282e-01, -1.756203653871524217e-01, -1.823847313928844693e-01, -1.846581800115515426e-01, -1.823847313928844693e-01, -1.756203653871524217e-01, -1.645316431350685171e-01, -1.493916057796612629e-01, -1.305730512877328886e-01, -1.085393549259475177e-01, -8.383305942442215164e-02, -5.706251577390283880e-02, -2.888690360540804858e-02
0.000000000000000000e+00, 2.231151556218204102e-02, 4.407364756355003355e-02, 6.475054008987096710e-02, 8.383305942442215164e-02, 1.008513306099967366e-01, 1.153863073295735564e-01, 1.270800902174878955e-01, 1.356447395296084268e-01, 1.408693651754056031e-01, 1.426253195319776568e-01, 1.408693651754056031e-01, 1.356447395296084268e-01, 1.270800902174878955e-01, 1.153863073295735564e-01, 1.008513306099967366e-01, 8.383305942442215164e-02, 6.475054008983627263e-02, 4.407364756355003355e-02, 2.231151556218204102e-02, 1.746656410422410385e-17, -2.231151556218204102e-02, -4.407364756355003355e-02, -6.475054008983627263e-02, -8.383305942442215164e-02, -1.008513306099967366e-01, -1.153863073295735564e-01, -1.270800902174878955e-01, -1.356447395296084268e-01, -1.408693651754749920e-01, -1.426253195319776568e-01, -1.408693651754056031e-01, -1.356447395296084268e-01, -1.270800902174878955e-01, -1.153863073295735564e-01, -1.008513306099967366e-01, -8.383305942442215164e-02, -6.475054008987096710e-02, -4.407364756355003355e-02, -2.231151556218204102e-02
0.000000000000000000e+00, 1.518674395814198497e-02, 2.999953987814149570e-02, 4.407364756355003355e-02, 5.706251577388549157e-02, 6.864631546629751391e-02, 7.853981504782336920e-02, 8.649940372418285506e-02, 9.232909000574107683e-02, 9.588532766870161428e-02, 9.708055033932905253e-02, 9.588532766870161428e-02, 9.232909000574107683e-02, 8.649940372418285506e-02, 7.853981504782336920e-02, 6.864631546629751391e-02, 5.706251577388549157e-02, 4.407364756355003355e-02, 2.999953987812414846e-02, 1.518674395815065858e-02, 1.188893852325295288e-17, -1.518674395815065858e-02, -2.999953987812414846e-02, -4.407364756355003355e-02, -5.706251577388549157e-02, -6.864631546629751391e-02, -7.853981504782336920e-02, -8.649940372418285506e-02, -9.232909000574107683e-02, -9.588532766877100322e-02, -9.708055033932905253e-02, -9.588532766870161428e-02, -9.232909000574107683e-02, -8.649940372418285506e-02, -7.853981504782336920e-02, -6.864631546629751391e-02, -5.706251577388549157e-02, -4.407364756355003355e-02, -2.999953987812414846e-02, -1.518674395814198497e-02
0.000000000000000000e+00, 7.688024315942107445e-03, 1.518674395812463773e-02, 2.231151556217336740e-02, 2.888690360539070134e-02, 3.475100021167742970e-02, 3.975941186083742362e-02, 4.378881483607655056e-02, 4.673999186327604249e-02, 4.854027516966452627e-02, 4.914533580542557178e-02, 4.854027516966452627e-02, 4.673999186327604249e-02, 4.378881483607655056e-02, 3.975941186083742362e-02, 3.475100021167742970e-02, 2.888690360539070134e-02, 2.231151556217336740e-02, 1.518674395812463773e-02, 7.688024315942107445e-03, 6.018567818708701352e-18, -7.688024315942107445e-03, -1.518674395814198497e-02, -2.231151556217336740e-02, -2.888690360539070134e-02, -3.475100021167742970e-02, -3.975941186083742362e-02, -4.378881483607655056e-02, -4.673999186327604249e-02, -4.854027516966452627e-02, -4.914533580542557178e-02, -4.854027516966452627e-02, -4.673999186327604249e-02, -4.378881483607655056e-02, -3.975941186083742362e-02, -3.475100021167742970e-02, -2.888690360539070134e-02, -2.231151556217336740e-02, -1.518674395812463773e-02, -7.688024315942107445e-03
